Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IL,CD,,,4,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IL,TG,,,6,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IN,GB,,,1,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IN,GB,,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IN,HK,KE,,1,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IN,TG,,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IQ,KE,,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,CD,,2,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,CD,,2,,live,,,I
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,CG,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,CI,,3,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,CI,,150,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,CI,,1,,live,,,I
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,KE,,1,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,NG,,3,,live,,,I
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,SN,CI,,100,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,SN,,3,,live,,,I
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,TG,CI,100,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,TG,,,100,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,UG,,2,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,ZA,,,1,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,CI,,400,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,SG,CM,,30,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,SG,TG,,50,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,US,CM,1,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,KE,CD,,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,KY,US,CM,,1,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,KY,US,SN,,4,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LY,GH,,,4,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LY,SN,CI,,3,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,MT,BJ,,7,,live,,,I
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,MY,GB,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NA,ZA,GH,,4,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NA,ZA,,,2,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NE,FR,CF,,1,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NE,TG,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NI,GH,,,4,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NL,CH,,100,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NL,CI,,200,,live,,Z,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NL,CM,,100,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NL,DE,,1,,live,,,I
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NL,OM,XX,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NL,XX,,2,,live,,,I
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NO,EG,NG,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,OM,CD,,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,PH,SG,CM,,20,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,PK,US,XX,,1,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,PL,DE,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,PL,SE,SN,,19,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,PT,CD,,,17,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,PT,SN,CD,10,10,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,QA,SG,GH,,5,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,QA,SG,TG,,4,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,RE,SG,GH,,2,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,RE,SG,MY,,2,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,RO,NL,XX,,5,live,,Z,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SA,GN,,,200,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SA,SG,GH,,24,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SA,SN,CI,,10,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SA,TG,,,12,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SE,DE,,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SE,DK,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SG,DE,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SG,DE,,,1,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SG,NL,CM,30,30,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SG,NZ,XX,4,,live,,Z,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SG,US,CD,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SG,US,CD,,1,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SN,CD,,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SN,CD,,600,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SN,TG,,,4,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SN,US,GN,,350,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SU,BG,,1,,live,,Z,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SU,GH,,,4,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SU,GN,,,3,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SU,GN,,,200,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SY,GN,,,3,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,TH,AT,,,1,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,TT,US,SN,,1,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,TT,US,XX,2,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,AT,XX,1,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,BE,,2,,live,,,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,BM,XX,2,1,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,BZ,,,2,live,,,W
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CA,XX,1,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CA,,2,,live,,T,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CD,,,8,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CD,,6,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CD,,2,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CG,,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CG,,2,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CI,,1913,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CM,,2190,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,DE,CD,1,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,DE,XX,12,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,DE,,,2,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,DE,,,1,live,,T,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,DO,,,1,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,EG,NG,1,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,EG,XX,1,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,EG,,1,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,ES,XX,2,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,FR,XX,6,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GA,,1,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GB,CD,2,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GB,CM,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GB,CM,1,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GB,XX,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GB,XX,5,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GB,,1,1,live,,T,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GB,,1,,live,,,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GN,XX,452,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GN,,2059,500,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GR,DE,1,,live,,,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,HK,LR,,2,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,HK,LR,2,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,IE,US,1,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,IL,XX,2,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,KE,,,7,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,KE,,1,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,KE,,5,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,KR,XX,1,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,KW,XX,1,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,KY,XX,2,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,ML,,1,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,NA,XX,2,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,NG,,1,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,NG,,1,,live,,,I
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,NL,XX,1,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,NL,,3,,live,,T,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,NO,,,1,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,PA,SN,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,PA,SN,1,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,PH,US,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,PK,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,PK,XX,1,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,RW,CD,2,,live,,,I
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,RW,,1,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,SA,XX,7,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,SG,XX,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,SG,XX,2,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,SN,CI,450,615,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,TG,,2433,3080,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,TT,,,2,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,VE,,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,XX,,12,,skulls,,,I
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,ZA,CI,200,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,ZA,GH,,1,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,ZA,XX,5,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,ZA,,,1,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,ZA,,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,XX,KE,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,BE,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,CD,,,10,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,CI,,650,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,GB,XX,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,GH,,800,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,NL,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,US,XX,,1,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,US,,1,,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,ZM,,1,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,ZM,,,1,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZC,GB,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZW,DE,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZW,KE,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZW,ZA,GH,,1,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,AE,NL,GN,,2,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,AT,ES,,1,,live,,P,C
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,AT,LR,,150,,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,BE,GN,,,651,live,,P,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,BE,GN,,902,480,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,BE,LR,,450,,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,BE,SN,GN,200,500,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,BR,BE,GN,,20,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,CA,SN,GN,,3,live,,P,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,GN,30,,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CA,NG,,1,live,,P,C
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CA,NG,1,,live,,P,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GN,,400,700,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,DE,LR,,1755,,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,DE,SN,GN,4910,4120,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,DK,GW,,1,,live,,P,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,DK,SN,GN,100,,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,EG,GN,,,1,live,,P,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,EG,SN,GN,,60,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,ES,SN,GN,,4,live,,P,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,ES,SN,GN,,525,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,ES,SN,GN,175,,live,,,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,FI,SE,SN,66,,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,FI,SE,SN,,25,live,,,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,FR,GN,,,1,live,,P,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,FR,SN,GN,,12,live,,P,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,FR,SN,GN,1450,1211,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CA,,,1,live,,B,C
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GB,SN,4,4,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GN,,250,,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,GB,LR,,250,,live,,B,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,GB,LR,,400,,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SN,GN,1852,1730,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SN,,4,,live,,,C
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,GR,LR,,50,,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,IL,BE,LR,,40,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,IQ,GN,,,2,live,,P,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,IT,SN,GN,150,350,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,LB,NL,LR,,9,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,MT,BE,GN,,10,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,NL,GN,,150,54,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,NL,LR,,500,,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,PT,SN,GN,150,150,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,SA,GN,,,2,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,SE,DK,GW,,1,live,,P,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,SE,DK,,1,,live,,P,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,SN,CF,,200,,live,,,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,SN,CI,,5550,,live,,,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,SN,GN,,485,,live,,,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,SU,GN,,,3,live,,P,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,TR,BE,LR,,20,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,TW,GN,,,100,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,US,GN,,170,647,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,US,LR,,906,,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,US,SN,GN,3399,2100,live,,T,
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,US,SN,GN,434,,live,,,I
1989,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,US,SN,,,3024,live,,T,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,SG,BJ,,2,live,,T,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,SG,GH,,3,live,,T,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,US,GH,,1,live,,T,U
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AL,TG,,,2,live,,B,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AN,NL,CM,,4,live,,,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AN,NL,XX,,1,live,,,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,IT,AT,1,,live,,P,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,MA,TG,1,,live,,P,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,SE,,1,1,live,,P,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,TG,,,3,live,,B,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,TG,,450,,live,,T,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BB,US,XX,,2,live,,,U
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,CD,,5,18,live,,P,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,CD,,200,200,live,,T,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,CG,,,1,live,,P,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,CI,,100,,live,,T,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,CM,,6319,,live,,T,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,ML,CI,70,,live,,T,
1990,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,TG,,,51,live,,T,
